"","Actiniaria","Actiniidae","Actinostola","Annelida","Anonyx","Anthozoa","Aphrodita hastata","Argis dentata","Asterias forbesi","Asterias rubens","Asteroidea","Astropecten americanus","Atlantopandalus propinqvus","Axius serratus","Bivalvia","Bolocera","Brachiopoda","Brisaster fragilis","Buccinum undatum","Cancer borealis","Cancer irroratus","Ceramaster granularis","Chionoecetes opilio","Chirona hameri","Chlamys islandica","Clypeasteroida","Colus","Crangon septemspinosa","Crinoidea","Crossaster papposus","Ctenodiscus crispatus","Ctenophora","Cucumaria frondosa","Cyanea capillata","Decapoda","Dichelopandalus leptocerus","Epizoanthus","Eualus fabricii","Eualus gaimardii","Euphausiacea","Euspira heros","Flustra foliacea","Gersemia rubiformis","Gorgonocephalidae","Haliclona oculata","Henricia","Hippasteria phrygiana","Homarus americanus","Hormathia","Hyas","Hyas araneus","Hyas coarctatus","Hydrozoa","Illex illecebrosus","Lebbeus polaris","Leptasterias","Leptasterias polaris","Lithodes maja","Loligo pealeii","Lophaster furcifer","Meganyctiphanes norvegica","Modiolus modiolus","Munida valida","Munidopsis curvirostra","Mytilidae","Mytilus edulis","Naticidae","Nephtheidae","Neptunea decemcostata","Nudibranchia","Nymphon","Octopoda","Ophiacantha abyssicola","Ophiacantha bidentata","Ophiopholis aculeata","Ophiura sarsi","Ophiuroidea","Paguridae","Pagurus acadianus","Pandalus borealis","Pandalus montagui","Pasiphaea multidentata","Pennatula aculeata","Pennatulacea","Placopecten magellanicus","Polychaeta","Polymastia","Polymastia andrica","Pontaster","Pontophilus norvegicus","Porania pulvillus","Poraniomorpha hispida","Porifera","Pseudarchaster parelii","Psilaster andromeda","Psolus phantapus","Pteraster pulvillus","Pycnogonida","Pycnogonum litorale","Sclerasterias tanneri","Sclerocrangon boreas","Scyphozoa","Sepiolina","Sipuncula","Solaster","Solaster endeca","Spirontocaris lilljeborgii","Spirontocaris spinus","Spisula solidissima","Stomphia coccinea","Strongylocentrotus","Strongylocentrotus droebachiensis","Suberites ficus","Terebratulina","Vazella pourtalesii"
"EDNA20-478959",NA,NA,0.322159090909091,NA,NA,NA,NA,NA,NA,NA,NA,0.0884943181818182,0.0159090909090909,NA,NA,NA,NA,NA,NA,0.00397727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00298295454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00497159090909091,NA,9.13778409090909,NA,0.000994318181818182,NA,NA,NA,1.95482954545455,NA,NA,NA,NA,NA,NA,0.0119318181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000497159090909091,NA,NA,0.0258522727272727,NA,NA,NA,NA,NA,NA,NA,0.00894886363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478964",NA,0.0291666666666667,0.0663793103448276,NA,NA,NA,NA,NA,NA,0.00704022988505747,NA,NA,0.140804597701149,NA,NA,0.0291666666666667,NA,NA,NA,NA,NA,0.113649425287356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00100574712643678,0.224281609195402,10.3189655172414,0.00301724137931035,0.00100574712643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00352011494252874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0201149425287356,NA,0.00100574712643678,NA,NA,NA,NA,NA,NA,NA,2.47715517241379,NA,NA,NA,0.00100574712643678,NA,NA,NA,NA,0.315804597701149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0110632183908046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,15.54,NA,NA,NA,NA,NA,37.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,NA,NA,NA,0.013,NA,NA,0.002,NA,NA,NA,NA,NA,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478973",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0589673913043478,NA,0.00951086956521739,NA,NA,NA,NA,NA,NA,0.0665760869565217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0332880434782609,NA,41.258152173913,NA,NA,0.0047554347826087,NA,NA,6.48641304347826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069429347826087,NA,NA,NA,NA,NA,7.36711956521739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132201086956522,12.25,NA,NA
"EDNA20-478977",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192213114754098,NA,NA,NA,NA,NA,NA,NA,NA,0.0592896174863388,1.01270491803279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178825136612022,NA,NA,NA,NA,NA,NA,NA,0.108060109289617,NA,NA,NA,NA,0.22568306010929,NA,27.1010928961749,NA,NA,NA,NA,NA,3.91120218579235,NA,NA,NA,NA,0.0707650273224044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167349726775956,NA,NA,NA,NA,NA,3.05628415300546,NA,NA,NA,NA,NA,NA,NA,2.97404371584699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478981",NA,0.0226123595505618,NA,NA,NA,NA,NA,NA,0.0373595505617978,0.0973314606741573,NA,NA,NA,NA,NA,NA,NA,NA,0.350983146067416,0.169101123595506,0.0855337078651685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.760955056179775,NA,NA,NA,NA,NA,NA,NA,0.0599719101123595,NA,NA,NA,0.227106741573034,0.0304775280898876,NA,71.2191011235955,NA,NA,NA,NA,0.117977528089888,0.908426966292135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2415730337079,NA,NA,NA,NA,NA,NA,NA,0.00098314606741573,0.00294943820224719,NA,NA,NA,0.415870786516854,NA,NA,NA,NA,NA,1.05,NA,0.0668539325842697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32935393258427,21.8455056179775,NA,NA
"EDNA20-478985",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,NA,NA,NA,NA,NA,0.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171,0.018,NA,94.66,NA,NA,0.003,NA,0.114,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.254,NA,NA
"EDNA20-478989",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124712643678161,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656752873563218,NA,NA,NA,NA,NA,0.0402298850574713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6810344827586,NA,NA,NA,NA,0.00603448275862069,2.08189655172414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100574712643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69080459770115,NA,NA,NA,NA,NA,NA,NA,0.880028735632184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432528409090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.00142045454546,NA,NA,NA,NA,0.00497159090909091,0.135227272727273,NA,NA,NA,NA,NA,NA,NA,0.151136363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00596590909090909,NA,NA,NA,NA,NA,NA,NA,0.0487215909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478997",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00294943820224719,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191713483146067,0.0196629213483146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0314606741573034,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10814606741573,NA,5.93820224719101,NA,NA,0.00589887640449438,NA,NA,NA,NA,0.00294943820224719,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0285112359550562,NA,NA,NA,NA,NA,NA,NA,NA,0.00196629213483146,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8455056179775,0.00098314606741573,0.025561797752809,NA,NA,NA,NA,NA,0.0216292134831461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0530898876404494,3.26404494382022,NA,NA
"EDNA20-474001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149,NA,2.36,NA,NA,0.013,NA,NA,0.03,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,0.002,NA,NA,NA,NA,0.002,0.003,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,0.009,NA,NA,NA,0.674,NA,0.047,NA,NA,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474005",NA,NA,NA,NA,NA,0.0646306818181818,NA,NA,NA,NA,NA,NA,0.173011363636364,NA,NA,NA,NA,NA,NA,0.00198863636363636,NA,0.00198863636363636,NA,NA,NA,0.000994318181818182,NA,NA,NA,NA,NA,0.00298295454545455,NA,NA,0.00198863636363636,2.14872159090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00994318181818182,0.00198863636363636,NA,NA,NA,0.00397727272727273,NA,NA,0.807386363636364,NA,0.00198863636363636,NA,NA,NA,NA,0.0169034090909091,NA,0.000994318181818182,NA,NA,NA,NA,NA,NA,NA,0.000994318181818182,NA,NA,NA,0.000994318181818182,0.00397727272727273,NA,NA,NA,0.0348011363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0875,NA,NA,NA,NA,NA,0.00397727272727273,NA,NA,NA,NA,0.0387784090909091,0.00994318181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0457386363636364
"EDNA20-474014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,NA,157.65,NA,0.001,NA,NA,NA,0.93,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,NA,NA,0.017,NA,NA,NA,NA,NA,5.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,0.093,NA,NA,NA
"EDNA20-474043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00502873563218391,NA,21.7040229885057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224281609195402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210201149425287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000502873563218391,NA,NA,0.0201149425287356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00100574712643678,NA,NA,NA
"EDNA20-474079",NA,NA,NA,NA,NA,NA,NA,0.0646306818181818,NA,NA,NA,NA,NA,NA,NA,0.00497159090909091,NA,NA,0.175,0.0427556818181818,NA,NA,1.32045454545455,0.105397727272727,0.0795454545454546,0.311221590909091,NA,NA,NA,0.340056818181818,NA,0.00994318181818182,1.115625,NA,NA,0.00596590909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0805397727272727,NA,NA,NA,0.124289772727273,NA,NA,5.48863636363636,NA,NA,0.605539772727273,0.0556818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0536931818181818,NA,NA,0.00198863636363636,0.00497159090909091,NA,NA,NA,NA,NA,NA,NA,NA,0.950568181818182,NA,NA,NA,NA,NA,NA,NA,0.0407670454545455,NA,NA,NA,NA,0.00198863636363636,NA,NA,0.0149147727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05681818181818,NA,0.000994318181818182,NA
"EDNA20-474086",NA,NA,0.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552,NA,2.68,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204,NA,NA,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474091",NA,NA,8.08236994219653,NA,NA,NA,NA,0.0465317919075145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99421965317919,NA,NA,NA,NA,NA,NA,NA,4.34971098265896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129479768786127,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.0274566473988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00303468208092486,NA,0.00606936416184971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8291907514451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474099",0.00101744186046512,NA,NA,NA,0.0061046511627907,NA,NA,1.78662790697674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0386627906976744,NA,NA,NA,12.4941860465116,NA,NA,0.240116279069767,NA,NA,NA,0.504651162790698,0.00305232558139535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0101744186046512,0.715261627906977,NA,NA,NA,NA,NA,NA,NA,0.12718023255814,NA,NA,NA,NA,0.153633720930233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118023255813953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00305232558139535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0386627906976744,NA,NA,12.0973837209302,NA,NA,NA
"EDNA20-474103",NA,NA,NA,NA,NA,NA,NA,1.78181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41193181818182,NA,NA,0.0357954545454545,NA,NA,NA,0.204829545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75994318181818,NA,NA,NA,NA,NA,NA,NA,0.213778409090909,NA,0.692045454545455,0.0149147727272727,0.00497159090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0696022727272727,NA,NA,0.214772727272727,0.258522727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000994318181818182,NA,NA,NA,NA,NA,NA,NA,NA,0.233664772727273,NA,0.00298295454545455,NA,NA,NA,0.795454545454546,NA,NA,NA
"EDNA20-474107",NA,NA,NA,NA,NA,NA,NA,1.20213068181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107386363636364,NA,NA,NA,15.8792613636364,NA,NA,0.183948863636364,NA,NA,NA,0.126278409090909,0.0377840909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0178977272727273,8.87926136363636,NA,NA,NA,NA,NA,NA,NA,0.0198863636363636,NA,2.165625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0735795454545455,NA,NA,NA,NA,NA,NA,NA,NA,0.0208806818181818,NA,233.209375,2.22727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123295454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00298295454545455,NA,2.37045454545455,NA,NA,NA,NA,NA,1.41193181818182,NA,NA,NA
"EDNA20-474143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0905172413793103,NA,NA,NA,NA,NA,NA,0.0311781609195402,0.00804597701149425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00301724137931035,NA,NA,0.00100574712643678,NA,NA,0.0201149425287356,NA,NA,NA,0.00100574712643678,0.134770114942529,NA,NA,0.0191091954022989,0.264511494252874,NA,NA,NA,NA,NA,0.00100574712643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0422413793103448,NA,NA,NA,NA,0.00402298850574713,NA,0.0623563218390805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0533045977011494,NA,0.0754310344827586,NA,NA,NA,NA,NA,NA,0.488793103448276,NA,NA,NA,NA,NA,NA,NA,NA,0.00301724137931035,NA,NA,NA,NA
"EDNA20-474148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208771929824561,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0317251461988304,0.675438596491228,NA,NA,NA,0.0286549707602339,NA,NA,0.0235380116959064,0.00409356725146199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00511695906432749,NA,NA,0.0347953216374269,0.0777777777777778,NA,NA,NA,NA,NA,0.0010233918128655,2.54824561403509,NA,NA,NA,1.10116959064327,NA,NA,NA,NA,NA,0.0010233918128655,NA,NA,NA,NA,NA,NA,NA,0.0327485380116959,NA,NA,NA,NA,NA,NA,NA,0.0286549707602339,0.192397660818713,NA,NA,0.120760233918129,NA,0.00204678362573099,NA,NA,NA,NA,NA,NA,0.675438596491228,0.0276315789473684,NA,NA,NA,NA,NA,NA,NA,0.0378654970760234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474160",NA,NA,0.484232954545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,NA,NA,NA,NA,0.0875,NA,NA,NA,NA,NA,NA,NA,1.15639204545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91335227272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0865056818181818,NA,NA,NA,NA,NA,NA,NA,0.0208806818181818,NA,NA,NA,NA,0.0308238636363636,NA,NA,NA,NA,NA,NA,0.0387784090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442528735632184,NA,NA,NA,NA,NA,NA,NA,0.976580459770115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00100574712643678,NA,NA,0.0140804597701149,NA,NA,0.00905172413793104,NA,NA,NA,NA,12.8936781609195,NA,NA,NA,NA,NA,NA,0.0593390804597701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0754310344827586,NA,NA,NA,41.0354885057471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0181034482758621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474179",0.207307692307692,NA,1.71769230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00538461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00538461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0201923076923077,2.08115384615385,NA,0.457692307692308,NA,NA,NA,NA,2.04615384615385,0.00673076923076923,NA,NA,0.0996153846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00134615384615385,NA,0.00134615384615385,NA,NA,0.0457692307692308,NA,NA,NA,NA,0.0148076923076923,NA,NA,NA,NA,0.0390384615384615,0.0901923076923077,NA,NA,NA,NA,NA,0.247692307692308,0.0188461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00134615384615385,NA,0.00134615384615385,NA,0.00134615384615385,NA,NA,0.00134615384615385,NA,NA,NA,NA
"EDNA20-474198",NA,NA,NA,NA,NA,0.00860655737704918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177868852459016,NA,NA,NA,1.92786885245902,NA,0.0014344262295082,0.0100409836065574,NA,NA,NA,0.0100409836065574,0.00573770491803279,NA,1.55204918032787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0157786885245902,NA,NA,NA,NA,0.10327868852459,0.15922131147541,NA,16.969262295082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0817622950819672,NA,NA,NA,NA,NA,0.137704918032787,0.507786885245902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133401639344262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0344262295081967,NA,NA,NA,NA,NA,3.64344262295082,NA,NA,NA
"EDNA20-474207",NA,0.00393258426966292,NA,NA,NA,NA,NA,NA,NA,2.2061797752809,NA,NA,NA,NA,0.00688202247191011,NA,NA,NA,1.23286516853933,NA,NA,NA,NA,NA,NA,0.0442415730337079,NA,NA,NA,NA,NA,NA,6.07584269662921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00196629213483146,NA,1.92205056179775,NA,NA,NA,NA,NA,NA,NA,NA,9.05477528089888,0.014747191011236,NA,NA,0.00589887640449438,NA,0.0324438202247191,NA,NA,0.00884831460674157,0.184831460674157,NA,NA,0.0412921348314607,NA,0.0265449438202247,NA,NA,NA,NA,0.00294943820224719,NA,NA,NA,NA,NA,NA,NA,NA,0.0294943820224719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122893258426966,NA,NA,NA
"EDNA20-474217",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00120689655172414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00241379310344828,0.168965517241379,NA,NA,NA,NA,NA,NA,0.631206896551724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393448275862069,NA,0.0301724137931035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474237",NA,NA,NA,NA,NA,0.002,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454,0.09,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.23,NA,NA,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,0.157,NA,NA,NA,NA,NA,NA,2.396,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603,NA,NA,0.122,NA,NA,0.001,0.009,NA,0.014,NA,NA,NA,NA,NA,NA,35.4,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
